dataset_id	MAG_id	sample_id	SGB_assignment	SGB_id	unknown	assigned_taxonomy_level	superkingdom	phylum	class	order	family	genus	species	genome_size	n_contigs	N50	completeness	contamination	GC_content
IndioV_2024	IndioV_2024__SRR27183630__bin.13	SRR27183630	assigned	SGB6235	kSGB	Species	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium_sulfidigenes	3610756.0	800.0	5733.0	91.9	0.6	0.3
IndioV_2024	IndioV_2024__SRR27183630__bin.14	SRR27183630	assigned	SGB6659	uSGB	Family	Bacteria	Bacillota	Tissierellia	Tissierellales	Peptoniphilaceae	GGB4813	GGB4813_SGB6659	1111001.0	304.0	3960.0	68.5	0.22	0.33
IndioV_2024	IndioV_2024__SRR27183619__bin.10	SRR27183619	assigned	SGB7129	kSGB	Species	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	Leuconostoc_carnosum	1587863.0	21.0	203595.0	99.9	0.01	0.37
IndioV_2024	IndioV_2024__SRR27183620__bin.5	SRR27183620	assigned	SGB7129	kSGB	Species	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	Leuconostoc_carnosum	1577826.0	44.0	68357.0	95.19	0.02	0.37
IndioV_2024	IndioV_2024__SRR27183621__bin.13	SRR27183621	assigned	SGB7129	kSGB	Species	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	Leuconostoc_carnosum	1597422.0	38.0	59485.0	99.88	0.04	0.37
IndioV_2024	IndioV_2024__SRR27183619__bin.13	SRR27183619	assigned	SGB7136	kSGB	Species	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Schleiferilactobacillus	Schleiferilactobacillus_harbinensis	2993928.0	126.0	39268.0	99.58	2.07	0.53
IndioV_2024	IndioV_2024__SRR27183629__bin.2	SRR27183629	assigned	SGB7248	kSGB	Species	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_sakei	1716113.0	76.0	34310.0	90.99	0.57	0.41
IndioV_2024	IndioV_2024__SRR27183621__bin.9	SRR27183621	assigned	SGB7248	kSGB	Species	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_sakei	1783217.0	80.0	34310.0	92.05	1.02	0.41
IndioV_2024	IndioV_2024__SRR27183620__bin.4	SRR27183620	assigned	SGB7248	kSGB	Species	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_sakei	1745146.0	72.0	35208.0	92.44	2.09	0.41
IndioV_2024	IndioV_2024__SRR27183620__bin.1	SRR27183620	assigned	SGB7249	kSGB	Species	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1662421.0	109.0	23427.0	89.72	0.26	0.42
IndioV_2024	IndioV_2024__SRR27183621__bin.10	SRR27183621	assigned	SGB7249	kSGB	Species	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1693626.0	102.0	25757.0	90.18	0.11	0.42
IndioV_2024	IndioV_2024__SRR27183629__bin.4	SRR27183629	assigned	SGB7249	kSGB	Species	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1608233.0	90.0	26574.0	85.54	0.11	0.42
IndioV_2024	IndioV_2024__SRR27183623__bin.3	SRR27183623	assigned	SGB7249	kSGB	Species	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1821499.0	125.0	23619.0	90.87	0.7	0.42
IndioV_2024	IndioV_2024__SRR27183619__bin.14	SRR27183619	assigned	SGB7249	kSGB	Species	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1673271.0	202.0	12204.0	80.68	4.35	0.42
IndioV_2024	IndioV_2024__SRR27183630__bin.4	SRR27183630	assigned	SGB7903	kSGB	Species	Bacteria	Bacillota	Bacilli	Lactobacillales	Carnobacteriaceae	Carnobacterium	Carnobacterium_divergens	2159650.0	142.0	24134.0	83.4	1.05	0.36
IndioV_2024	IndioV_2024__SRR27183630__bin.18	SRR27183630	assigned	SGB7928	kSGB	Species	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus_devriesei	2815227.0	155.0	33466.0	89.21	0.58	0.41
IndioV_2024	IndioV_2024__SRR27183619__bin.20	SRR27183619	assigned	SGB7929	kSGB	Species	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus_gilvus	2596921.0	89.0	45897.0	83.4	1.19	0.42
IndioV_2024	IndioV_2024__SRR27183619__bin.4	SRR27183619	assigned	SGB7962	kSGB	Species	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus_faecalis	2842525.0	72.0	121039.0	100.0	0.34	0.38
IndioV_2024	IndioV_2024__SRR27183630__bin.17	SRR27183630	assigned	SGB7962	kSGB	Species	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus_faecalis	2657497.0	33.0	182831.0	99.04	0.05	0.38
IndioV_2024	IndioV_2024__SRR27183619__bin.8	SRR27183619	assigned	SGB7985	kSGB	Species	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	2280999.0	222.0	16246.0	91.33	1.74	0.35
IndioV_2024	IndioV_2024__SRR27183618__bin.8	SRR27183618	assigned	SGB7985	kSGB	Species	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	1866762.0	225.0	11735.0	80.46	0.91	0.35
IndioV_2024	IndioV_2024__SRR27183630__bin.1	SRR27183630	assigned	SGB7989	kSGB	Species	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_raffinolactis	1326117.0	314.0	4659.0	67.66	0.29	0.41
IndioV_2024	IndioV_2024__SRR27183630__bin.3	SRR27183630	assigned	SGB10068	kSGB	Species	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia_coli	4370368.0	204.0	32456.0	90.9	0.02	0.51
IndioV_2024	IndioV_2024__SRR27183630__bin.8	SRR27183630	assigned	SGB10086	kSGB	Species	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter_braakii	4196650.0	35.0	198792.0	87.84	0.11	0.52
IndioV_2024	IndioV_2024__SRR27183618__bin.13	SRR27183618	assigned	SGB10256	kSGB	Species	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	Serratia_liquefaciens	2727262.0	43.0	114043.0	55.62	3.94	0.56
IndioV_2024	IndioV_2024__SRR27183618__bin.2	SRR27183618	assigned	SGB10380	kSGB	Species	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter_guillouiae	2697603.0	358.0	10257.0	57.96	0.26	0.38
IndioV_2024	IndioV_2024__SRR27183630__bin.11	SRR27183630	assigned	SGB29903	kSGB	Species	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Vagococcus	Vagococcus_fessus	2227446.0	71.0	47456.0	97.28	3.71	0.36
IndioV_2024	IndioV_2024__SRR27183619__bin.15	SRR27183619	assigned	SGB35147	kSGB	Species	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Acidipropionibacterium	Acidipropionibacterium_jensenii	2072489.0	633.0	3626.0	74.61	1.49	0.68
IndioV_2024	IndioV_2024__SRR27183629__bin.13	SRR27183629	assigned	SGB69238	uSGB	Genus	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Rothia	Rothia_SGB69238	2694175.0	87.0	50427.0	99.91	0.05	0.64
IndioV_2024	IndioV_2024__SRR27183620__bin.2	SRR27183620	assigned	SGB69238	uSGB	Genus	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Rothia	Rothia_SGB69238	2715737.0	258.0	15943.0	95.45	2.34	0.64
IndioV_2024	IndioV_2024__SRR27183621__bin.7	SRR27183621	assigned	SGB69238	uSGB	Genus	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Rothia	Rothia_SGB69238	2639527.0	138.0	33985.0	99.21	0.96	0.64
IndioV_2024	IndioV_2024__SRR27183629__bin.14	SRR27183629	assigned	SGB88049	kSGB	Species	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Brevibacteriaceae	Brevibacterium	Brevibacterium_marinum	2721185.0	695.0	4609.0	52.94	3.79	0.65
IndioV_2024	IndioV_2024__SRR27183619__bin.21	SRR27183619	assigned	SGB93166	kSGB	Species	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium_paulum	2873631.0	73.0	72776.0	100.0	0.16	0.7
IndioV_2024	IndioV_2024__SRR27183620__bin.8	SRR27183620	assigned	SGB94573	kSGB	Species	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_durrellii	1602661.0	583.0	2796.0	56.81	1.16	0.33
IndioV_2024	IndioV_2024__SRR27183621__bin.4	SRR27183621	assigned	SGB94573	kSGB	Species	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_durrellii	1304632.0	400.0	3507.0	55.67	1.36	0.34
IndioV_2024	IndioV_2024__SRR27183629__bin.8	SRR27183629	assigned	SGB94573	kSGB	Species	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_durrellii	2718789.0	523.0	6867.0	85.96	0.42	0.33
IndioV_2024	IndioV_2024__SRR27183619__bin.9	SRR27183619	unassigned_prokaryote			Genus	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Actinomyces		2875632.0	382.0	10814.0	96.34	0.86	0.7
IndioV_2024	IndioV_2024__SRR27183622__bin.1	SRR27183622	unassigned_prokaryote			Genus	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Dryocola		4866869.0	31.0	213364.0	99.94	1.08	0.56
IndioV_2024	IndioV_2024__SRR27183630__bin.10	SRR27183630	unassigned_prokaryote			Genus	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus		1787815.0	71.0	40839.0	90.36	1.52	0.36
IndioV_2024	IndioV_2024__SRR27183630__bin.6	SRR27183630	unassigned_prokaryote			Genus	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Weissella		984429.0	165.0	7305.0	78.3	2.91	0.41
